"Utterance","Speaker","Dialogue_ID","Start_Time","End_Time","Wav_Path","Video_Path","Emotion"
"[Previous] Ethan: all right- okay.  And you lost your bag? Is that- that the issue? </s></s> Emily: Yes. </s></s> Emily: Flight seven fourteen. </s></s> Ethan: Uh-huh. </s></s> Emily: Am I going to be getting, like, free tickets, free mileage. When can I expect my bag here? </s></s> [Current] Ethan: Yeah. Yeah, I don't see- I don't see any--","Ses01F_impro05_M009","Ses01F_impro05","36.91","42.76","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M009.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi","neu"
"[Previous] Emily: Yes. </s></s> Emily: Flight seven fourteen. </s></s> Ethan: Uh-huh. </s></s> Emily: Am I going to be getting, like, free tickets, free mileage. When can I expect my bag here? </s></s> Ethan: Yeah. Yeah, I don't see- I don't see any-- </s></s> [Current] Ethan: I don't see any record of it, and I-usually when I don't see a record of it, that means um-","Ses01F_impro05_M010","Ses01F_impro05","43.86","49.97","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M010.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi","neu"
"[Previous] Emily: Flight seven fourteen. </s></s> Ethan: Uh-huh. </s></s> Emily: Am I going to be getting, like, free tickets, free mileage. When can I expect my bag here? </s></s> Ethan: Yeah. Yeah, I don't see- I don't see any-- </s></s> Ethan: I don't see any record of it, and I-usually when I don't see a record of it, that means um- </s></s> [Current] Ethan: we've mistakenly lost your baggage.  We're very sorry.  On behalf of Jet Blue I would like to apologize for any inconvenience.  I am allowed to issue you a fifty dollar gift card which you can use any future flights you want to take with us.  I'm very sorry, once again...","Ses01F_impro05_M011","Ses01F_impro05","49.97","70.26","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M011.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi","neu"
"[Previous] Ethan: Uh-huh. </s></s> Emily: Am I going to be getting, like, free tickets, free mileage. When can I expect my bag here? </s></s> Ethan: Yeah. Yeah, I don't see- I don't see any-- </s></s> Ethan: I don't see any record of it, and I-usually when I don't see a record of it, that means um- </s></s> Ethan: we've mistakenly lost your baggage.  We're very sorry.  On behalf of Jet Blue I would like to apologize for any inconvenience.  I am allowed to issue you a fifty dollar gift card which you can use any future flights you want to take with us.  I'm very sorry, once again... </s></s> [Current] Ethan: for such an inconvenience and your bag, but","Ses01F_impro05_M012","Ses01F_impro05","70.38","73.14","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M012.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi","neu"
"[Previous] Emily: Am I going to be getting, like, free tickets, free mileage. When can I expect my bag here? </s></s> Ethan: Yeah. Yeah, I don't see- I don't see any-- </s></s> Ethan: I don't see any record of it, and I-usually when I don't see a record of it, that means um- </s></s> Ethan: we've mistakenly lost your baggage.  We're very sorry.  On behalf of Jet Blue I would like to apologize for any inconvenience.  I am allowed to issue you a fifty dollar gift card which you can use any future flights you want to take with us.  I'm very sorry, once again... </s></s> Ethan: for such an inconvenience and your bag, but </s></s> [Current] Emily: Is this a joke?","Ses01F_impro05_F011","Ses01F_impro05","73.87","75.5375","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F011.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi","ang"
"[Previous] Ethan: Yeah. Yeah, I don't see- I don't see any-- </s></s> Ethan: I don't see any record of it, and I-usually when I don't see a record of it, that means um- </s></s> Ethan: we've mistakenly lost your baggage.  We're very sorry.  On behalf of Jet Blue I would like to apologize for any inconvenience.  I am allowed to issue you a fifty dollar gift card which you can use any future flights you want to take with us.  I'm very sorry, once again... </s></s> Ethan: for such an inconvenience and your bag, but </s></s> Emily: Is this a joke? </s></s> [Current] Ethan: Yeah.","Ses01F_impro05_M013","Ses01F_impro05","73.55","74.99","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M013.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi","neu"
"[Previous] Ethan: I don't see any record of it, and I-usually when I don't see a record of it, that means um- </s></s> Ethan: we've mistakenly lost your baggage.  We're very sorry.  On behalf of Jet Blue I would like to apologize for any inconvenience.  I am allowed to issue you a fifty dollar gift card which you can use any future flights you want to take with us.  I'm very sorry, once again... </s></s> Ethan: for such an inconvenience and your bag, but </s></s> Emily: Is this a joke? </s></s> Ethan: Yeah. </s></s> [Current] Ethan: No, no.","Ses01F_impro05_M014","Ses01F_impro05","75.03","76.48","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M014.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi","neu"
"[Previous] Ethan: we've mistakenly lost your baggage.  We're very sorry.  On behalf of Jet Blue I would like to apologize for any inconvenience.  I am allowed to issue you a fifty dollar gift card which you can use any future flights you want to take with us.  I'm very sorry, once again... </s></s> Ethan: for such an inconvenience and your bag, but </s></s> Emily: Is this a joke? </s></s> Ethan: Yeah. </s></s> Ethan: No, no. </s></s> [Current] Emily: Are there candid cameras?  Is this that movie? There's that show, right?  Airplane, airline.","Ses01F_impro05_F012","Ses01F_impro05","75.61","80.73","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F012.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi","ang"
"[Previous] Ethan: for such an inconvenience and your bag, but </s></s> Emily: Is this a joke? </s></s> Ethan: Yeah. </s></s> Ethan: No, no. </s></s> Emily: Are there candid cameras?  Is this that movie? There's that show, right?  Airplane, airline. </s></s> [Current] Ethan: No, no.  This is real.","Ses01F_impro05_M015","Ses01F_impro05","80.22","83.2425","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M015.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi","neu"
"[Previous] Emily: Is this a joke? </s></s> Ethan: Yeah. </s></s> Ethan: No, no. </s></s> Emily: Are there candid cameras?  Is this that movie? There's that show, right?  Airplane, airline. </s></s> Ethan: No, no.  This is real. </s></s> [Current] Ethan: No.  I'm just giving you money, the bag is gone.  If it's not here, I'm really sorry there is nothing I can do because...","Ses01F_impro05_M016","Ses01F_impro05","85.72","93.9575","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M016.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi","neu"
"[Previous] Ethan: Yeah. </s></s> Ethan: No, no. </s></s> Emily: Are there candid cameras?  Is this that movie? There's that show, right?  Airplane, airline. </s></s> Ethan: No, no.  This is real. </s></s> Ethan: No.  I'm just giving you money, the bag is gone.  If it's not here, I'm really sorry there is nothing I can do because... </s></s> [Current] Ethan: this is the only track record that we have and if it's not listed here then it's probably not anywhere.","Ses01F_impro05_M017","Ses01F_impro05","94.005","100.4","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M017.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi","neu"
"[Previous] Ethan: No, no. </s></s> Emily: Are there candid cameras?  Is this that movie? There's that show, right?  Airplane, airline. </s></s> Ethan: No, no.  This is real. </s></s> Ethan: No.  I'm just giving you money, the bag is gone.  If it's not here, I'm really sorry there is nothing I can do because... </s></s> Ethan: this is the only track record that we have and if it's not listed here then it's probably not anywhere. </s></s> [Current] Emily: You're kidding me, this is a joke.","Ses01F_impro05_F014","Ses01F_impro05","99.52","102.9","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F014.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi","ang"
"[Previous] Emily: Are there candid cameras?  Is this that movie? There's that show, right?  Airplane, airline. </s></s> Ethan: No, no.  This is real. </s></s> Ethan: No.  I'm just giving you money, the bag is gone.  If it's not here, I'm really sorry there is nothing I can do because... </s></s> Ethan: this is the only track record that we have and if it's not listed here then it's probably not anywhere. </s></s> Emily: You're kidding me, this is a joke. </s></s> [Current] Emily: Do you have any idea-- fifty dollars?  That's supposed to replace everything that I have?  Do you understand how much I have packed in there? Not only does it have sentimental value; it can't be replaced like that.  It was incredibly expensive.","Ses01F_impro05_F015","Ses01F_impro05","103.005","118.5","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F015.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi","ang"
"[Previous] Ethan: No, no.  This is real. </s></s> Ethan: No.  I'm just giving you money, the bag is gone.  If it's not here, I'm really sorry there is nothing I can do because... </s></s> Ethan: this is the only track record that we have and if it's not listed here then it's probably not anywhere. </s></s> Emily: You're kidding me, this is a joke. </s></s> Emily: Do you have any idea-- fifty dollars?  That's supposed to replace everything that I have?  Do you understand how much I have packed in there? Not only does it have sentimental value; it can't be replaced like that.  It was incredibly expensive. </s></s> [Current] Ethan: Yes.","Ses01F_impro05_M019","Ses01F_impro05","111.28","112.81","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M019.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi","neu"
"[Previous] Ethan: No.  I'm just giving you money, the bag is gone.  If it's not here, I'm really sorry there is nothing I can do because... </s></s> Ethan: this is the only track record that we have and if it's not listed here then it's probably not anywhere. </s></s> Emily: You're kidding me, this is a joke. </s></s> Emily: Do you have any idea-- fifty dollars?  That's supposed to replace everything that I have?  Do you understand how much I have packed in there? Not only does it have sentimental value; it can't be replaced like that.  It was incredibly expensive. </s></s> Ethan: Yes. </s></s> [Current] Ethan: I know.","Ses01F_impro05_M020","Ses01F_impro05","118.04","119.37","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M020.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi","neu"
"[Previous] Ethan: this is the only track record that we have and if it's not listed here then it's probably not anywhere. </s></s> Emily: You're kidding me, this is a joke. </s></s> Emily: Do you have any idea-- fifty dollars?  That's supposed to replace everything that I have?  Do you understand how much I have packed in there? Not only does it have sentimental value; it can't be replaced like that.  It was incredibly expensive. </s></s> Ethan: Yes. </s></s> Ethan: I know. </s></s> [Current] Emily: We flew in from Paris.  I've been shopping for three weeks.","Ses01F_impro05_F016","Ses01F_impro05","118.53","122.44","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F016.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi","ang"
"[Previous] Emily: You're kidding me, this is a joke. </s></s> Emily: Do you have any idea-- fifty dollars?  That's supposed to replace everything that I have?  Do you understand how much I have packed in there? Not only does it have sentimental value; it can't be replaced like that.  It was incredibly expensive. </s></s> Ethan: Yes. </s></s> Ethan: I know. </s></s> Emily: We flew in from Paris.  I've been shopping for three weeks. </s></s> [Current] Emily: I don't care what you're freaking sign says.  Somebody- Somebody needs to replace everything I've got there and give me money for my inconvenience.","Ses01F_impro05_F017","Ses01F_impro05","127.485","136.85","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F017.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi","ang"
"[Previous] Emily: Do you have any idea-- fifty dollars?  That's supposed to replace everything that I have?  Do you understand how much I have packed in there? Not only does it have sentimental value; it can't be replaced like that.  It was incredibly expensive. </s></s> Ethan: Yes. </s></s> Ethan: I know. </s></s> Emily: We flew in from Paris.  I've been shopping for three weeks. </s></s> Emily: I don't care what you're freaking sign says.  Somebody- Somebody needs to replace everything I've got there and give me money for my inconvenience. </s></s> [Current] Ethan: Okay. Calm-","Ses01F_impro05_M022","Ses01F_impro05","131.02","133.25","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M022.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi","neu"
"[Previous] Ethan: Yes. </s></s> Ethan: I know. </s></s> Emily: We flew in from Paris.  I've been shopping for three weeks. </s></s> Emily: I don't care what you're freaking sign says.  Somebody- Somebody needs to replace everything I've got there and give me money for my inconvenience. </s></s> Ethan: Okay. Calm- </s></s> [Current] Ethan: Actually, we are not necessarily liable to give you- to even give you this fifty dollars so... it's actually- it's actually really","Ses01F_impro05_M023","Ses01F_impro05","136.19","143.5","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M023.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi","neu"
"[Previous] Ethan: I know. </s></s> Emily: We flew in from Paris.  I've been shopping for three weeks. </s></s> Emily: I don't care what you're freaking sign says.  Somebody- Somebody needs to replace everything I've got there and give me money for my inconvenience. </s></s> Ethan: Okay. Calm- </s></s> Ethan: Actually, we are not necessarily liable to give you- to even give you this fifty dollars so... it's actually- it's actually really </s></s> [Current] Emily: Do you understand who my husband is?","Ses01F_impro05_F018","Ses01F_impro05","137.715","140.11","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F018.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi","ang"
"[Previous] Emily: We flew in from Paris.  I've been shopping for three weeks. </s></s> Emily: I don't care what you're freaking sign says.  Somebody- Somebody needs to replace everything I've got there and give me money for my inconvenience. </s></s> Ethan: Okay. Calm- </s></s> Ethan: Actually, we are not necessarily liable to give you- to even give you this fifty dollars so... it's actually- it's actually really </s></s> Emily: Do you understand who my husband is? </s></s> [Current] Emily: If you're- if you're- if you're looking for a lawsuit, baby, you've found it.","Ses01F_impro05_F019","Ses01F_impro05","140.225","145.6","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F019.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi","ang"
"[Previous] Emily: I don't care what you're freaking sign says.  Somebody- Somebody needs to replace everything I've got there and give me money for my inconvenience. </s></s> Ethan: Okay. Calm- </s></s> Ethan: Actually, we are not necessarily liable to give you- to even give you this fifty dollars so... it's actually- it's actually really </s></s> Emily: Do you understand who my husband is? </s></s> Emily: If you're- if you're- if you're looking for a lawsuit, baby, you've found it. </s></s> [Current] Ethan: We are actually not even allowed--  you know, like we don't have to give you this fifty dollars.  We don't have to do that.","Ses01F_impro05_M024","Ses01F_impro05","144.85","151.16","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M024.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi","neu"
"[Previous] Ethan: Okay. Calm- </s></s> Ethan: Actually, we are not necessarily liable to give you- to even give you this fifty dollars so... it's actually- it's actually really </s></s> Emily: Do you understand who my husband is? </s></s> Emily: If you're- if you're- if you're looking for a lawsuit, baby, you've found it. </s></s> Ethan: We are actually not even allowed--  you know, like we don't have to give you this fifty dollars.  We don't have to do that. </s></s> [Current] Emily: Oh-Oh.  It's a gift.  You're-You're helping me out here?","Ses01F_impro05_F020","Ses01F_impro05","149.365","153.8","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F020.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi","ang"
"[Previous] Ethan: Actually, we are not necessarily liable to give you- to even give you this fifty dollars so... it's actually- it's actually really </s></s> Emily: Do you understand who my husband is? </s></s> Emily: If you're- if you're- if you're looking for a lawsuit, baby, you've found it. </s></s> Ethan: We are actually not even allowed--  you know, like we don't have to give you this fifty dollars.  We don't have to do that. </s></s> Emily: Oh-Oh.  It's a gift.  You're-You're helping me out here? </s></s> [Current] Ethan: It's a gift.","Ses01F_impro05_M025","Ses01F_impro05","151.335","152.71","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M025.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi","neu"
"[Previous] Emily: Do you understand who my husband is? </s></s> Emily: If you're- if you're- if you're looking for a lawsuit, baby, you've found it. </s></s> Ethan: We are actually not even allowed--  you know, like we don't have to give you this fifty dollars.  We don't have to do that. </s></s> Emily: Oh-Oh.  It's a gift.  You're-You're helping me out here? </s></s> Ethan: It's a gift. </s></s> [Current] Ethan: You know, the airlines can not be held responsible for every bag of luggage that comes through here.","Ses01F_impro05_M026","Ses01F_impro05","152.8325","158.58","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M026.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi","neu"
"[Previous] Emily: If you're- if you're- if you're looking for a lawsuit, baby, you've found it. </s></s> Ethan: We are actually not even allowed--  you know, like we don't have to give you this fifty dollars.  We don't have to do that. </s></s> Emily: Oh-Oh.  It's a gift.  You're-You're helping me out here? </s></s> Ethan: It's a gift. </s></s> Ethan: You know, the airlines can not be held responsible for every bag of luggage that comes through here. </s></s> [Current] Emily: You are cruising for a bruising.  You are in so much trouble.","Ses01F_impro05_F021","Ses01F_impro05","155.6","160.36","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F021.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi","ang"
"[Previous] Ethan: We are actually not even allowed--  you know, like we don't have to give you this fifty dollars.  We don't have to do that. </s></s> Emily: Oh-Oh.  It's a gift.  You're-You're helping me out here? </s></s> Ethan: It's a gift. </s></s> Ethan: You know, the airlines can not be held responsible for every bag of luggage that comes through here. </s></s> Emily: You are cruising for a bruising.  You are in so much trouble. </s></s> [Current] Ethan: With the amount of--","Ses01F_impro05_M027","Ses01F_impro05","159.66","161.37","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M027.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi","neu"
"[Previous] Emily: Oh-Oh.  It's a gift.  You're-You're helping me out here? </s></s> Ethan: It's a gift. </s></s> Ethan: You know, the airlines can not be held responsible for every bag of luggage that comes through here. </s></s> Emily: You are cruising for a bruising.  You are in so much trouble. </s></s> Ethan: With the amount of-- </s></s> [Current] Emily: Who's in charge?  Who is the president of Jet Blue?","Ses01F_impro05_F022","Ses01F_impro05","160.41","163.7975","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F022.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi","ang"
"[Previous] Ethan: It's a gift. </s></s> Ethan: You know, the airlines can not be held responsible for every bag of luggage that comes through here. </s></s> Emily: You are cruising for a bruising.  You are in so much trouble. </s></s> Ethan: With the amount of-- </s></s> Emily: Who's in charge?  Who is the president of Jet Blue? </s></s> [Current] Ethan: Um, actually, I don't know. I don't know. Oh really?","Ses01F_impro05_M028","Ses01F_impro05","163.25","166.99","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M028.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi","neu"
"[Previous] Ethan: You know, the airlines can not be held responsible for every bag of luggage that comes through here. </s></s> Emily: You are cruising for a bruising.  You are in so much trouble. </s></s> Ethan: With the amount of-- </s></s> Emily: Who's in charge?  Who is the president of Jet Blue? </s></s> Ethan: Um, actually, I don't know. I don't know. Oh really? </s></s> [Current] Emily: Because I probably know him.","Ses01F_impro05_F023","Ses01F_impro05","163.88","165.8","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F023.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi","ang"
"[Previous] Emily: You are cruising for a bruising.  You are in so much trouble. </s></s> Ethan: With the amount of-- </s></s> Emily: Who's in charge?  Who is the president of Jet Blue? </s></s> Ethan: Um, actually, I don't know. I don't know. Oh really? </s></s> Emily: Because I probably know him. </s></s> [Current] Emily: Yeah.","Ses01F_impro05_F024","Ses01F_impro05","166.33","167.71","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F024.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi","ang"
"[Previous] Ethan: With the amount of-- </s></s> Emily: Who's in charge?  Who is the president of Jet Blue? </s></s> Ethan: Um, actually, I don't know. I don't know. Oh really? </s></s> Emily: Because I probably know him. </s></s> Emily: Yeah. </s></s> [Current] Ethan: Well then maybe you can just call him and he can give you more money.  But right now all I can do--","Ses01F_impro05_M029","Ses01F_impro05","167.15","173.63","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M029.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi","neu"
"[Previous] Emily: Who's in charge?  Who is the president of Jet Blue? </s></s> Ethan: Um, actually, I don't know. I don't know. Oh really? </s></s> Emily: Because I probably know him. </s></s> Emily: Yeah. </s></s> Ethan: Well then maybe you can just call him and he can give you more money.  But right now all I can do-- </s></s> [Current] Emily: I don't want money, I want my clothes.","Ses01F_impro05_F025","Ses01F_impro05","171.09","174.2","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F025.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi","ang"
"[Previous] Ethan: Um, actually, I don't know. I don't know. Oh really? </s></s> Emily: Because I probably know him. </s></s> Emily: Yeah. </s></s> Ethan: Well then maybe you can just call him and he can give you more money.  But right now all I can do-- </s></s> Emily: I don't want money, I want my clothes. </s></s> [Current] Ethan: Right now all I can do is just give you this fifty dollars, I'm really sorry.","Ses01F_impro05_M030","Ses01F_impro05","173.7325","178.2625","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M030.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi","neu"
"[Previous] Emily: Because I probably know him. </s></s> Emily: Yeah. </s></s> Ethan: Well then maybe you can just call him and he can give you more money.  But right now all I can do-- </s></s> Emily: I don't want money, I want my clothes. </s></s> Ethan: Right now all I can do is just give you this fifty dollars, I'm really sorry. </s></s> [Current] Emily: What's your name?","Ses01F_impro05_F026","Ses01F_impro05","177.6025","179.09","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F026.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi","ang"
"[Previous] Emily: Yeah. </s></s> Ethan: Well then maybe you can just call him and he can give you more money.  But right now all I can do-- </s></s> Emily: I don't want money, I want my clothes. </s></s> Ethan: Right now all I can do is just give you this fifty dollars, I'm really sorry. </s></s> Emily: What's your name? </s></s> [Current] Ethan: Oh.  My name is Sean. Hi.","Ses01F_impro05_M031","Ses01F_impro05","178.59","180.87","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M031.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi","neu"
"[Previous] Ethan: Well then maybe you can just call him and he can give you more money.  But right now all I can do-- </s></s> Emily: I don't want money, I want my clothes. </s></s> Ethan: Right now all I can do is just give you this fifty dollars, I'm really sorry. </s></s> Emily: What's your name? </s></s> Ethan: Oh.  My name is Sean. Hi. </s></s> [Current] Emily: Okay.  I'll do that.","Ses01F_impro05_F028","Ses01F_impro05","188.78","190.8975","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F028.wav","/home/dilab/Seong/data/IEMOCAP_full_release/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01F_impro05.avi","ang"
